,order_id,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit,OD_Year,OD_Month,SD_Year,SD_Month,Sales_z,Profit_z
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,2015,4,-0.35892460389647646,-0.10970752366292322
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,2015,4,-0.22441893360467724,-0.0493417185781941
53,CA-2016-105816,2016-11-12,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2016,11,2016,12,-0.34432360664423534,-0.09562147191247672
54,CA-2016-105816,2016-11-12,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,11,2016,12,1.2837517671883512,1.1526870979178603
55,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,2016,6,-0.0341727529235532,0.1002437159432834
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,2016,6,-0.3168223876438603,-0.05594164724398152
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,2016,6,0.14368664767105424,-0.09202973788531578
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,2016,6,-0.3454467602790231,-0.09249588639466444
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,2016,6,2016,6,-0.3206732001059898,-0.10824248549068453
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,2016,6,-0.29102194414759247,-0.05248395225705454
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,2016,6,-0.3661127871591182,-0.11874363322875908
62,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,2015,11,-0.3463773732907044,-0.09607139913670154
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,2015,11,-0.32737361379009516,-0.08236868196628719
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,2015,11,-0.13337930897916508,0.17205747956621104
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,2015,11,2015,11,-0.24083302172450435,-0.026996044568235216
66,US-2015-164175,2015-04-30,2015-05-05,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225,2015,4,2015,5,-0.026864231771469866,-0.18731057857136987
67,CA-2014-106376,2014-05-12,2014-10-12,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024,2014,5,2014,10,1.4170444315545792,0.3527937577884305
68,CA-2014-106376,2014-05-12,2014-10-12,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,2014,5,2014,10,-0.09930282769970392,0.1465512162126463
69,CA-2016-119823,2016-04-06,2016-06-06,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,2016,4,2016,6,-0.24705850187161374,0.029909931149945383
70,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,2016,9,2016,9,-0.36140195991377977,-0.11494016874313939
71,CA-2017-114440,2017-09-14,2017-09-17,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,2017,9,2017,9,-0.33824253196445575,-0.08492225374552143
72,US-2015-134026,2015-04-26,2015-02-05,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2015,4,2015,2,0.9660372759899695,-0.6106378833245381
73,US-2015-134026,2015-04-26,2015-02-05,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,2015,4,2015,2,-0.21310717199717175,-0.11715138603107542
74,US-2015-134026,2015-04-26,2015-02-05,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,2015,4,2015,2,-0.25202604994776084,-0.2000037341807864
75,US-2017-118038,2017-09-12,2017-11-12,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,2017,9,2017,11,-0.36680593340230155,-0.1305868788728705
76,US-2017-118038,2017-09-12,2017-11-12,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,2017,9,2017,11,-0.35323181947329496,-0.14719405983230352
77,US-2017-118038,2017-09-12,2017-11-12,First Class,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724,2017,9,2017,11,-0.3251016344374388,-0.11070129081472149
78,US-2014-147606,2014-11-26,2014-01-12,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,2014,11,2014,1,-0.33784140566631726,-0.18411968103713786
79,CA-2016-127208,2016-12-06,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032,2016,12,2016,6,-0.0348145550005748,0.11758853849992752
80,CA-2016-127208,2016-12-06,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352,2016,12,2016,6,-0.34194893895925543,-0.08802905672266395
81,CA-2014-139451,2014-12-10,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,2014,12,2014,10,-0.34490122851355476,-0.10452012743068412
82,CA-2014-139451,2014-12-10,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,2014,12,2014,10,-0.3344879898138795,-0.09584985053198362
83,CA-2015-149734,2015-03-09,2015-08-09,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,2015,3,2015,8,-0.04632848426234206,0.14578070516926317
84,US-2017-119662,2017-11-13,2017-11-16,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,2017,11,2017,11,0.000831132357204177,-0.33130607286398206
85,CA-2017-140088,2017-05-28,2017-05-30,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,2017,5,2017,5,0.11568803206098742,0.01946000852278827
86,CA-2017-155558,2017-10-26,2017-02-11,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,2017,10,2017,2,-0.33673429708345504,-0.09331634192119206
87,CA-2017-155558,2017-10-26,2017-02-11,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,2017,10,2017,2,-0.35892460389647646,-0.10970752366292322
88,CA-2016-159695,2016-05-04,2016-10-04,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,2016,5,2016,10,-0.114706077548222,-0.06317634040922085
89,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,2016,9,2016,9,-0.3365578015122741,-0.09401471093336645
90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,2016,9,2016,9,-0.2507424457937176,-0.08699174822658587
